0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,2.644649108026295039e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.066410617395870397e-02,2.941954491278802458e-02,6.066410617395869842e-01,1.213282123479174190e+00,1.225166731861814684e+00,5.000000000000000000e-01
1.004328537328895791e-05,1.000001004328951171e-01,1.000002226398954441e+01,2.644649018948541084e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.066437571304465065e-02,2.941961044583191881e-02,6.066451077614730680e-01,1.213282111754829140e+00,1.225166772901251200e+00,5.000000000000000000e-01
2.008657074657791582e-05,1.000002008657902425e-01,1.000004452798303234e+01,2.644648929870787128e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.066464525277472097e-02,2.941967597888757446e-02,6.066491538020416519e-01,1.213282100030485422e+00,1.225166813940689492e+00,5.000000000000000000e-01
1.205194244794674882e-04,1.000012052180245525e-01,1.000026716826544870e+01,2.644648039093249849e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.066734068694591003e-02,2.942033131048245667e-02,6.066896152576398693e-01,1.213281982784323088e+00,1.225167224335193872e+00,5.000000000000000000e-01
2.209522782123570775e-04,1.000022095916792697e-01,1.000048980894347928e+01,2.644647148315712570e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.067003618541141202e-02,2.942098664326322013e-02,6.067300785804390362e-01,1.213281865535669635e+00,1.225167634729920296e+00,5.000000000000000000e-01
1.225280815541253052e-03,1.000122545193880830e-01,1.000271623726877834e+01,2.644638240540340348e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.069699470364306459e-02,2.942754003567013901e-02,6.071348144755475129e-01,1.213280692910565728e+00,1.225171738689417644e+00,5.000000000000000000e-01
2.229609352870148917e-03,1.000223016571253482e-01,1.000494270558266940e+01,2.644629332764967558e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.072395965639593163e-02,2.943409354794595395e-02,6.075397372183547473e-01,1.213279520028229364e+00,1.225175842671143212e+00,5.000000000000000000e-01
3.233937890199044783e-03,1.000323510263115140e-01,1.000716921422713668e+01,2.644620424989595335e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.075093104800689120e-02,2.944064718110320569e-02,6.079448469192499926e-01,1.213278346886595083e+00,1.225179946675093889e+00,5.000000000000000000e-01
9.190841016799910362e-03,1.000920021152123807e-01,1.002037597994119800e+01,2.644567590928832033e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.091103696525042993e-02,2.947952077694654394e-02,6.103514917199058809e-01,1.213271383363971445e+00,1.225204288921531104e+00,5.000000000000000000e-01
1.514774414340077507e-02,1.001517318626865688e-01,1.003358416845507151e+01,2.644514756868068730e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.107136951624509563e-02,2.951839863729333741e-02,6.127647263240666442e-01,1.213264410689814943e+00,1.225228631949791369e+00,5.000000000000000000e-01
2.110464727000163979e-02,1.002115402929484866e-01,1.004679378012628099e+01,2.644461922807305996e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.123192876601878804e-02,2.955728076331656448e-02,6.151845610715730439e-01,1.213257428861199250e+00,1.225252975759867136e+00,5.000000000000000000e-01
5.596306901376769949e-02,1.005631035435944759e-01,1.012412191273086393e+01,2.644152750082253647e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.217603240547945470e-02,2.978489552232561205e-02,6.294777321229789724e-01,1.213216389212003810e+00,1.225395445788997062e+00,5.000000000000000000e-01
9.082149075753376266e-02,1.009173632403835702e-01,1.020149879065245102e+01,2.643843577357201298e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.312791334183076586e-02,3.001265641374491547e-02,6.439993316130991907e-01,1.213175035872596119e+00,1.225537942588850182e+00,5.000000000000000000e-01
1.256799125012998397e-01,1.012743210131302474e-01,1.027892442292234954e+01,2.643534404632148949e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.408758386234418569e-02,3.024056348730568347e-02,6.587514309687338976e-01,1.213133368677549839e+00,1.225680466158469040e+00,5.000000000000000000e-01
2.262020199437681789e-01,1.023188130212947661e-01,1.050247176486218059e+01,2.642642835469482065e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.689874197496457897e-02,3.089860389784863243e-02,7.026021486968658802e-01,1.213011452862308381e+00,1.226091614857083512e+00,5.000000000000000000e-01
3.267241273862365181e-01,1.033857964305207183e-01,1.072642484435706400e+01,2.641751266306815751e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.977507400963199602e-02,3.155786158320086909e-02,7.484370873737693497e-01,1.212886921512415395e+00,1.226502986138735318e+00,5.000000000000000000e-01
4.272462348287048295e-01,1.044753123112022869e-01,1.095078388930202884e+01,2.640859697144148868e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,7.271687439115731566e-02,3.221833777629684592e-02,7.963067765630849060e-01,1.212759770455297037e+00,1.226914579980603381e+00,5.000000000000000000e-01
5.277683422711731964e-01,1.055874016666784876e-01,1.117554912708287773e+01,2.639968127981482553e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,7.572443734938529014e-02,3.288003371172621564e-02,8.462621697187648895e-01,1.212629995541244510e+00,1.227326396360001626e+00,5.000000000000000000e-01
9.118548648341019414e-01,1.100452365847304492e-01,1.203810334663290860e+01,2.636561517157003891e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,8.782701781753005088e-02,3.541957436683458582e-02,1.057270717113996339e+00,1.212109897010992476e+00,1.228901961332812487e+00,5.000000000000000000e-01
1.295941387397030686e+00,1.148355093384161585e-01,1.290660366832844375e+01,2.633154906332525229e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,1.009103531302132928e-01,3.797700991105867896e-02,1.302409933882729742e+00,1.211551203791267461e+00,1.230480773656644544e+00,5.000000000000000000e-01
1.680027909959959320e+00,1.199605056783184381e-01,1.378106271392275950e+01,2.629748295508047136e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,1.149907635196034117e-01,4.055241032747748664e-02,1.584694923585515891e+00,1.210953690592606158e+00,1.232062832132264196e+00,5.000000000000000000e-01
2.064114432522887732e+00,1.254225162127986515e-01,1.466149310223636171e+01,2.626341684683568474e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,1.300845104449886436e-01,4.314584629050111086e-02,1.907233152596994552e+00,1.210317134827067820e+00,1.233648135604046958e+00,5.000000000000000000e-01
3.077981457670387222e+00,1.414765411401167627e-01,1.701432998737152857e+01,2.617349308800648373e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,1.749151989683604691e-01,5.007886937787838638e-02,2.976064915054433602e+00,1.208447648578861555e+00,1.237848416018987985e+00,5.000000000000000000e-01
4.091848482817886712e+00,1.599372744346037600e-01,1.940909477668656535e+01,2.608356932917728273e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,2.272145433729333974e-01,5.713939999218810295e-02,4.410028606966824860e+00,1.206300645151860973e+00,1.242071281600868993e+00,5.000000000000000000e-01
5.105715507965386202e+00,1.808473312221467455e-01,2.184601951998622127e+01,2.599364557034808740e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,2.872731718042870197e-01,6.432881132772882982e-02,6.275775318804807767e+00,1.203872323749060946e+00,1.246316717779562433e+00,5.000000000000000000e-01
6.119582533112885692e+00,2.042495718486607159e-01,2.432533627337630122e+01,2.590372181151888640e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,3.553761045247463279e-01,7.164851393315246897e-02,8.644643246086978650e+00,1.201159036323968143e+00,1.250584714603301117e+00,5.000000000000000000e-01
7.949154130610791569e+00,2.529251091172918797e-01,2.890739886079847309e+01,2.574145008257078757e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,4.995152169423004440e-01,8.519164361193509727e-02,1.443968561318935429e+01,1.195530578919088649e+00,1.258343598683153042e+00,5.000000000000000000e-01
9.240621067570135239e+00,2.923935982417315005e-01,3.222611804796842705e+01,2.562690492182042590e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,6.184307286903940604e-01,9.501463095789602908e-02,1.992962166726777440e+01,1.190981647209600203e+00,1.263864718770129514e+00,5.000000000000000000e-01
1.053208800452947891e+01,3.361934339115396075e-01,3.561515925761288059e+01,2.551235976107006138e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,7.521523741213724801e-01,1.050590428934002341e-01,2.678802659032431421e+01,1.185949086635454286e+00,1.269422493236183946e+00,5.000000000000000000e-01
1.154388175854192156e+01,3.735931948218494392e-01,3.831972819888324011e+01,2.542261988861739326e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,8.675792483804304345e-01,1.130851618159621624e-01,3.324540098892950368e+01,1.181664834138874687e+00,1.273802354401905257e+00,5.000000000000000000e-01
1.255567551255436420e+01,4.137515117712318724e-01,4.106798798868047840e+01,2.533288001616472229e+02,-5.278000000000000114e+01,9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,3.177620544927597621e+03,9.926177497999950639e-01,1.212509296606021081e-01,4.076481382613723525e+01,1.177077829906205020e+00,1.278204797663669012e+00,5.000000000000000000e-01
